full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,company,company_enc,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual
Maruti Alto 800 LXI,2.5,2017,30000,24.7,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,7.85,2018,80000,21.5,1497.0,108.5,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Hyundai Verna CRDi SX ABS,1.35,2006,120000,18.1,1493.0,110.0,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Maruti Swift Dzire ZXI,4.6,2016,20000,20.85,1197.0,83.14,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mahindra Scorpio BSIV,9.82,2019,20000,15.4,2523.0,75.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Swift VDI BSIV,5.25,2016,79000,25.2,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Nissan Terrano Groove Edition,6.5,2015,50000,20.45,1461.0,83.8,5,Nissan,4.698757187095724,True,False,True,False,False,False,True
Maruti Swift VXI,2.7,2011,35000,18.6,1197.0,85.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Honda WR-V i-DTEC VX,8.14,2018,16088,25.5,1498.0,98.6,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Maruti Wagon R VXI,2.9,2014,46652,20.51,998.0,67.04,5,Maruti,4.699671932366252,False,True,False,False,False,True,True
Maruti Wagon R AMT VXI,4.3,2015,20000,20.51,998.0,67.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Maruti Swift Dzire VDI,4.0,2014,100000,23.4,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mahindra Scorpio S2 9 Seater,5.5,2015,71500,15.4,2523.0,75.0,9,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Baleno Zeta,8.1,2019,24000,21.01,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Tata Tiago 1.2 Revotron XZ,3.6,2018,80000,23.84,1199.0,84.0,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Maruti Baleno Alpha Automatic,6.75,2018,9248,21.4,1197.0,83.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Mahindra Bolero Power Plus SLX,6.75,2018,83000,16.5,1493.0,70.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti SX4 Vxi BSIV,2.8,2012,48000,15.5,1586.0,103.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Grand i10 Era,2.25,2014,120000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Alto 800 LXI,3.21,2017,10000,24.7,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Renault Duster 110PS Diesel RxZ,4.25,2013,67000,19.01,1461.0,108.45,5,Renault,4.6202908684705735,False,False,True,False,False,False,True
Mahindra XUV500 AT W6 2WD,14.0,2018,40000,16.0,2179.0,140.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,False
Hyundai i20 1.4 Magna Executive,5.8,2016,70100,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Renault Duster 110PS Diesel RxL Explore,4.0,2014,65000,19.64,1461.0,108.45,5,Renault,4.6202908684705735,False,False,True,False,False,False,True
Volkswagen Ameo 1.2 MPI Comfortline,5.75,2017,28000,17.0,1198.0,73.75,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Tata Safari 2005-2017 Dicor VX 4X2,5.0,2007,60000,13.93,2179.0,138.1,7,Tata,4.421740718651131,True,False,True,False,False,False,True
Toyota Etios V,3.9,2014,45000,16.78,1496.0,88.73,5,Toyota,11.265205016960472,False,False,False,False,False,True,True
Renault Duster 110PS Diesel RxL,5.5,2015,42000,19.01,1461.0,108.45,5,Renault,4.6202908684705735,False,False,True,False,False,False,True
Chevrolet Beat Diesel PS,2.45,2012,50898,25.44,936.0,56.3,5,Chevrolet,2.7381398767127534,False,False,True,False,False,False,True
Maruti Swift Dzire ZXI,5.75,2015,47000,20.85,1197.0,83.14,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai Santro Xing GLS,1.5,2007,110000,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Vitara Brezza VDi Option,7.25,2017,78000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Renault KWID 1.0,3.0,2016,15000,23.01,999.0,67.0,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Maruti Alto 800 VXI,3.1,2018,50000,24.7,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus,9.5,2018,25358,21.7,1498.0,98.96,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Mahindra Scorpio S10 7 Seater,8.5,2015,100000,15.4,2179.0,120.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai Grand i10 1.2 Kappa Sportz Option,5.0,2018,35000,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Omni E MPI STD BS IV,2.0,2017,200000,16.8,796.0,34.2,8,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Grand i10 1.2 CRDi Magna,3.95,2016,78000,24.0,1186.0,73.97,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Datsun GO A EPS,2.95,2017,15000,20.63,1198.0,67.0,5,Datsun,3.2553778258484596,True,False,False,False,False,True,True
Volkswagen Vento 1.5 TDI Comfortline,4.8,2014,71000,20.34,1498.0,103.2,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Toyota Fortuner 3.0 Diesel,12.0,2010,140000,11.5,2982.0,171.0,7,Toyota,11.265205016960472,True,False,True,False,False,False,True
Renault Duster 85PS Diesel RxL,4.75,2014,34000,19.87,1461.0,83.8,5,Renault,4.6202908684705735,False,False,True,False,False,False,True
Hyundai Xcent 1.2 CRDi SX,5.15,2018,80000,25.4,1186.0,73.97,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Hyundai Creta 1.6 CRDi SX Option,13.3,2018,35000,19.67,1582.0,126.2,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Maruti Baleno Zeta,7.0,2018,5000,21.01,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Volkswagen Vento 1.5 TDI Highline,5.7,2017,65000,22.27,1498.0,108.6,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Renault Fluence E2 D,6.5,2015,96000,20.4,1461.0,108.45,5,Renault,4.6202908684705735,True,False,True,False,False,False,True
Hyundai EON Era Plus,2.49,2015,35000,21.1,814.0,55.2,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Tata Tiago 2019-2020 XZ,5.15,2018,21814,23.84,1199.0,83.83,5,Tata,4.421740718651131,False,False,False,False,False,True,True
Ford Ecosport 2015-2021 Signature Edition Diesel BSIV,8.7,2018,40000,23.0,1498.0,98.96,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Hyundai i20 Diesel Sportz,5.5,2015,45000,22.54,1396.0,88.76,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti Swift Dzire ZXI,4.5,2014,56815,19.1,1197.0,85.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Honda City i VTEC VX Option,6.65,2015,45000,17.4,1497.0,117.3,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Mahindra Bolero SLX,3.0,2008,95000,13.6,2523.0,63.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai Venue S Diesel BSIV,8.5,2019,25000,23.7,1396.0,88.76,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Tata Manza Aura Quadrajet,2.0,2009,50000,18.8,1248.0,90.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Tata Zest Quadrajet 1.3 75PS XE,3.8,2018,66000,22.95,1248.0,74.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Maruti Zen Estilo LXI BSIII,1.3,2008,45000,18.2,998.0,67.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift Dzire VDI Optional,6.0,2015,15000,26.59,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mahindra Scorpio 1.99 S4 9S,4.0,2014,30000,15.4,1997.0,120.0,9,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Mahindra KUV100 NXT G80 K2,3.0,2018,65000,18.15,1198.0,82.0,6,Mahindra,7.210647709297036,True,False,False,False,False,True,True
Hyundai i10 Magna,2.65,2013,32000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
BMW 3 Series GT 320d Luxury Line,19.99,2015,41000,19.59,1995.0,184.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Mahindra Thar CRDe,9.5,2018,50000,16.55,2498.0,105.0,6,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai Xcent 1.1 CRDi S Option,3.0,2014,70000,24.4,1120.0,71.01,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Renault KWID RXL,3.5,2019,10000,25.17,799.0,53.3,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Mahindra XUV500 W8 2WD,6.0,2013,163168,15.1,2179.0,140.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Swift VDI,3.8,2013,60000,22.9,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Tata Manza Aura Plus Safire,2.25,2010,65000,15.0,1368.0,90.0,5,Tata,4.421740718651131,False,False,False,False,False,True,True
Mercedes-Benz A-Class A200 CDI Sport,14.5,2014,4900,20.0,2143.0,136.0,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Honda WR-V i-DTEC S,7.49,2017,22542,25.5,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Mahindra TUV 300 T4 Plus,7.5,2019,25000,18.49,1493.0,100.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Mahindra Scorpio LX,6.0,2012,80000,12.05,2179.0,120.0,9,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,6.5,2017,42000,25.1,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai i10 Sportz,2.1,2011,43785,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai Grand i10 CRDi Asta Option,3.0,2015,65000,24.0,1120.0,70.0,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,9.05,2019,20000,17.0,1497.0,121.31,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Audi Q5 2.0 TFSI Quattro,14.0,2010,41000,9.74,1984.0,208.0,5,Audi,20.16199553166578,False,False,False,False,False,True,False
Renault Duster 85PS Diesel RxL Plus,4.15,2014,133000,20.45,1461.0,83.8,5,Renault,4.6202908684705735,True,False,True,False,False,False,True
Maruti Wagon R VXI 1.2 BSIV,4.25,2018,10983,21.5,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Chevrolet Beat LT,1.25,2011,90000,18.6,1199.0,79.4,5,Chevrolet,2.7381398767127534,True,False,False,False,False,True,True
Hyundai Verna VTVT 1.6 SX Option,11.95,2018,9000,17.0,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai i20 Asta 1.4 CRDi,6.2,2016,68000,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Hyundai Xcent 1.2 Kappa SX Option,3.89,2015,34125,19.1,1197.0,82.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Alto K10 2010-2014 VXI,2.24,2012,40000,20.92,998.0,67.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Gypsy King ST BSIII,2.8,2002,30000,11.96,1298.0,80.0,8,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Wagon R LXI,0.55,2006,45000,21.79,998.0,67.05,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Baleno Delta 1.2,5.7,2018,20000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Eeco 7 Seater Standard BSIV,1.62,2013,40000,15.37,1196.0,73.0,7,Maruti,4.699671932366252,True,False,False,False,False,True,True
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,16.5,2018,60000,13.68,2393.0,147.8,7,Toyota,11.265205016960472,True,False,True,False,False,False,True
Ford Aspire Titanium Diesel BSIV,6.6,2019,30000,26.1,1498.0,99.23,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Maruti Eeco 5 Seater Standard BSIV,3.68,2020,10000,15.37,1196.0,73.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Ciaz VDI SHVS,4.49,2016,32568,28.09,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Alto LX,2.0,2012,70000,19.7,796.0,46.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Alto 800 LXI BSIV,2.2,2014,37779,24.7,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Renault KWID RXT,2.75,2016,50000,25.17,799.0,53.3,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Maruti Omni 8 Seater BSIV,1.2,2011,200000,14.0,796.0,35.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Vitara Brezza VDi,6.35,2016,52000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Volkswagen Jetta 1.6 Trendline,2.49,2009,45000,14.0,1595.0,102.0,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Mahindra XUV500 W11 Option,16.0,2020,20000,15.1,2179.0,152.87,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai i20 1.2 Spotz,6.5,2018,18000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Celerio LXI,3.6,2017,40000,23.1,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Volkswagen Ameo 1.5 TDI Highline,5.0,2016,96759,21.66,1498.0,108.62,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Honda Amaze V CVT Petrol BSIV,8.35,2019,11000,19.0,1199.0,88.76,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Maruti Wagon R LX,1.2,2006,60000,18.9,998.0,67.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift Dzire VDI,5.3,2016,80000,26.59,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Maruti Swift ZXI Plus,7.5,2018,12550,22.0,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift Dzire VDi,2.84,2012,110000,19.3,1248.0,73.9,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Toyota Etios G,3.55,2014,35000,16.78,1496.0,88.73,5,Toyota,11.265205016960472,False,False,False,False,False,True,True
Maruti Swift VXI BSIII,1.9,2008,34273,16.1,1298.0,88.2,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Nissan Micra Active XV Petrol,3.5,2017,30000,19.49,1198.0,67.04,5,Nissan,4.698757187095724,True,False,False,False,False,True,True
Maruti Swift Dzire AMT VDI,7.9,2017,17637,28.4,1248.0,74.02,5,Maruti,4.699671932366252,False,False,True,False,False,False,False
Maruti XL6 Alpha,10.4,2019,4500,19.01,1462.0,103.2,6,Maruti,4.699671932366252,True,False,False,False,False,True,True
Nissan Micra Diesel XV,2.75,2013,91000,23.08,1461.0,63.1,5,Nissan,4.698757187095724,False,False,True,False,False,False,True
Tata Tiago 1.2 Revotron XT,3.5,2018,50000,23.84,1199.0,84.0,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Maruti Eeco 7 Seater Standard BSIV,3.0,2015,20000,15.37,1196.0,73.0,7,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift Dzire VXI 1.2,6.5,2019,9000,21.21,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Renault Scala RxL,2.99,2013,44000,16.95,1498.0,97.6,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Honda Amaze VX i-DTEC,3.5,2013,80000,25.8,1498.0,98.6,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Maruti Wagon R AMT VXI Option,4.1,2017,10000,20.51,998.0,67.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,False
Skoda Octavia 2.0 TDI AT Style Plus,12.9,2017,57000,19.5,1968.0,141.0,5,Skoda,7.535387654134465,False,False,True,False,False,False,False
Maruti Alto LX,0.7,2006,70000,19.7,796.0,46.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mercedes-Benz CLS-Class 350,9.5,2010,70000,9.9,3498.0,271.72,4,Mercedes-Benz,24.96154654611922,True,False,False,False,False,True,False
BMW 6 Series 640d Coupe,40.0,2013,24000,9.52,2993.0,313.0,4,BMW,26.3869723270535,False,False,True,False,False,False,False
Ford Ecosport 2015-2021 1.5 Petrol Titanium,6.7,2015,30000,15.9,1496.0,120.69,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Hyundai EON Sportz,2.75,2016,15000,21.1,814.0,55.2,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Chevrolet Beat LS,2.1,2013,40000,18.6,1199.0,79.4,5,Chevrolet,2.7381398767127534,True,False,False,False,False,True,True
Ford Figo 1.2P Trend MT,3.42,2018,60000,18.16,1196.0,86.8,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Maruti Celerio ZXI MT BSIV,4.25,2018,15000,23.1,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Datsun GO T,5.3,2019,1041,19.02,1198.0,67.05,5,Datsun,3.2553778258484596,False,False,False,False,False,True,True
Ford Classic 1.6 Duratec Titanium,4.5,2013,100000,14.09,1596.0,99.6,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Maruti Alto 800 LXI,2.7,2016,36172,24.7,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Wagon R LXI,4.0,2018,6000,21.79,998.0,67.05,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Tata Safari Storme EX,8.5,2016,60000,14.1,2179.0,147.94,7,Tata,4.421740718651131,True,False,True,False,False,False,True
Hyundai i20 Asta Option CVT BSIV,7.5,2019,7200,17.4,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,False
Maruti Ritz LDi,2.35,2013,71000,23.2,1248.0,73.94,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai i10 Asta,3.15,2012,25000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai EON Era Plus,2.7,2017,25000,21.1,814.0,55.2,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai i10 Sportz 1.2,3.4,2012,13000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Honda Civic 1.8 S MT,2.5,2007,70000,13.5,1799.0,130.0,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Tata Tigor JTP Petrol,5.65,2020,12000,20.3,1199.0,112.44,5,Tata,4.421740718651131,False,False,False,False,False,True,True
Hyundai i10 Magna,2.5,2011,80000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Ciaz ZDi Plus SHVS,6.7,2016,25000,28.09,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Volkswagen Polo 1.5 TDI Comfortline,3.6,2014,78000,20.14,1498.0,88.8,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Maruti Alto 800 LXI,3.15,2018,17000,22.74,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Audi A4 3.0 TDI Quattro Premium,21.0,2014,15000,14.94,2967.0,241.4,5,Audi,20.16199553166578,True,False,True,False,False,False,False
Renault Duster 85PS Diesel RxL Optional with Nav,3.55,2013,110000,20.45,1461.0,83.8,5,Renault,4.6202908684705735,True,False,True,False,False,False,True
Ford Figo 1.5D Titanium MT,2.5,2015,85000,25.83,1498.0,99.0,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Nissan Micra XL,4.6,2017,82000,18.44,1198.0,75.0,5,Nissan,4.698757187095724,False,False,False,False,False,True,True
Toyota Innova 2.5 G1 Diesel 8-seater,4.15,2011,90000,12.8,2494.0,102.0,8,Toyota,11.265205016960472,True,False,True,False,False,False,True
Maruti Alto 800 CNG LXI,2.25,2013,64000,30.46,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,False,True
Tata Manza Aqua Quadrajet BS IV,1.8,2010,100000,21.12,1248.0,88.8,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Maruti Vitara Brezza ZDi Plus,9.25,2017,25000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Alto K10 VXI,2.4,2012,80416,23.95,998.0,67.05,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Alto LXi,1.7,2012,22215,19.7,796.0,46.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Audi A4 2.0 TDI Multitronic,12.5,2010,60000,16.55,1968.0,140.0,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Maruti Swift VDI BSIV,4.0,2014,62000,25.2,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Honda City 1.5 S MT,2.99,2009,57500,17.0,1497.0,118.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Hyundai i20 Active 1.4 SX,5.5,2016,60000,21.19,1396.0,88.73,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Hyundai i20 1.2 Asta Option,7.1,2018,4000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Nissan Micra Active XV,5.65,2018,17000,19.69,1198.0,67.04,5,Nissan,4.698757187095724,False,False,False,False,False,True,True
Maruti Wagon R VXI,3.75,2018,40000,20.51,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Tata Indigo LX (TDI) BS-III,3.25,2015,100000,19.09,1405.0,69.01,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Honda City 1.5 V MT Exclusive,4.0,2011,93292,17.0,1497.0,118.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Maruti Wagon R LXI,3.8,2018,52000,21.79,998.0,67.05,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Datsun redi-GO T Option,3.49,2020,10000,20.71,799.0,53.64,5,Datsun,3.2553778258484596,False,False,False,False,False,True,True
Nissan Terrano XL 85 PS,5.5,2016,100000,20.45,1461.0,83.8,5,Nissan,4.698757187095724,True,False,True,False,False,False,True
Maruti Swift ZDI Plus,8.3,2018,48000,28.4,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Wagon R AMT VXI,4.6,2018,9945,20.51,998.0,67.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Hyundai Santro Xing GLS,1.27,2009,90000,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Ford Figo Petrol ZXI,2.3,2011,25000,15.6,1196.0,70.0,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Chevrolet Spark 1.0 LS,1.25,2010,40000,18.0,995.0,62.0,5,Chevrolet,2.7381398767127534,True,False,False,False,False,True,True
Hyundai Creta 1.4 CRDi S,9.35,2016,52000,21.38,1396.0,88.7,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Hyundai Verna 1.6 VTVT,5.5,2011,8000,17.01,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Ignis 1.2 Sigma BSIV,4.4,2018,15000,20.89,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Wagon R VXI BSIII,0.8,2002,123500,17.3,1061.0,64.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift VDI,5.1,2015,65122,28.4,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai Santro Xing GL Plus,1.4,2011,70000,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Ertiga VXI,5.65,2015,34520,16.02,1373.0,93.7,7,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai i10 Magna 1.2 iTech SE,2.5,2012,64000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Toyota Etios Cross 1.4L GD,4.7,2014,110000,23.59,1364.0,67.06,5,Toyota,11.265205016960472,False,False,True,False,False,False,True
Hyundai i20 Magna 1.2,4.25,2015,50000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Honda Amaze S i-Dtech,3.19,2014,46532,25.8,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Chevrolet Spark 1.0 LS,0.99,2010,35000,18.0,995.0,62.0,5,Chevrolet,2.7381398767127534,True,False,False,False,False,True,True
Tata Zest Quadrajet 1.3 75PS XE,2.8,2017,120000,22.95,1248.0,74.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Maruti Wagon R VXI Optional,4.2,2018,9700,20.51,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mahindra Xylo E8,4.0,2011,120000,14.0,2498.0,112.0,8,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Alto LXi,1.65,2012,75000,19.7,796.0,46.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mahindra XUV500 W11 BSIV,15.0,2018,40000,15.1,2179.0,152.87,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Tata Manza ELAN Safire BS IV,4.0,2013,400000,13.7,1368.0,88.8,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Maruti Alto 800 LXI,2.4,2016,30000,22.74,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Honda Jazz 1.5 SV i DTEC,2.35,2015,127357,27.3,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Tata Nexon 1.2 Revotron XM,5.5,2018,10000,17.0,1198.0,108.5,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Maruti Swift Dzire AMT ZXI Plus BS IV,7.8,2017,10000,22.0,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,False
Toyota Innova Crysta 2016-2020 2.4 ZX MT,19.5,2019,6006,13.68,2393.0,147.51,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Ford Ecosport 1.5 Ti VCT MT Titanium,6.2,2014,13000,15.8,1499.0,110.0,5,Ford,6.252057132401498,False,False,False,False,False,True,True
Hyundai Xcent 1.2 CRDi S,5.5,2018,70000,25.4,1186.0,73.97,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Maruti Wagon R AX Minor,2.2,2012,56890,18.9,998.0,67.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Renault Duster 110PS Diesel RxL Explore,5.0,2015,113000,19.64,1461.0,108.45,5,Renault,4.6202908684705735,True,False,True,False,False,False,True
